lr_multiplier	localization_multiplier	chain	seed	accepted	reason	llc	trained_loss	mean_sample_loss	loss_sd	mean_distance	max_distance	max_diagnostic_loss	n_beta	n	device	requested_batch_size	effective_batch_size	diagnostic_passed	diagnostic_rhat	diagnostic_ess	diagnostic_reason	estimate_rejected	rejection_reason
1.0	1.0	0	2026	True		0.0019288665682970889	0.00808642929128851	0.008090308773703874	0.0016296184390597178	0.6635818657279015	0.6651807427406311	0.008162206107652926	497.19688396004585	4141	cuda	128	101	True	0.9990012468561413	4000.0		True	sensitivity_exceeds_10_percent
1.0	1.0	1	2027	True		-0.0025298456232080257	0.00808642929128851	0.008081341074316878	0.002779434308591454	0.6636094955205918	0.6648179888725281	0.008138893771735807	497.19688396004585	4141	cuda	128	101	True	0.9990012468561413	4000.0		True	sensitivity_exceeds_10_percent
1.0	1.0	2	2028	True		0.0027531259690274376	0.00808642929128851	0.008091966586589115	0.004377590998899323	0.6636270851492881	0.664899468421936	0.008163355979991979	497.19688396004585	4141	cuda	128	101	True	0.9990012468561413	4000.0		True	sensitivity_exceeds_10_percent
1.0	1.0	3	2029	True		0.0003616232893233647	0.00808642929128851	0.008087156615415007	0.003627854800848956	0.6635901370644569	0.6649725437164307	0.008150813129069984	497.19688396004585	4141	cuda	128	101	True	0.9990012468561413	4000.0		True	sensitivity_exceeds_10_percent
0.5	1.0	0	2026	True		0.0026396075315243735	0.00808642929128851	0.008091738269716734	0.0016312288448034752	0.6623382999897003	0.6638748049736023	0.008182780604393003	497.19688396004585	4141	cuda	128	101	True	0.9990037907691285	4000.0		True	sensitivity_exceeds_10_percent
0.5	1.0	1	2027	True		-0.004428286485679255	0.00808642929128851	0.008077522786383634	0.0027780406755480666	0.662356683909893	0.6635534167289734	0.008157123509048696	497.19688396004585	4141	cuda	128	101	True	0.9990037907691285	4000.0		True	sensitivity_exceeds_10_percent
0.5	1.0	2	2028	True		0.004233834309044301	0.00808642929128851	0.008094944699259941	0.0043801157001995	0.6623246299028397	0.6634615063667297	0.008167568434986104	497.19688396004585	4141	cuda	128	101	True	0.9990037907691285	4000.0		True	sensitivity_exceeds_10_percent
0.5	1.0	3	2029	True		0.00036342433218568813	0.00808642929128851	0.008087160237808711	0.003628347689137943	0.6623368752002716	0.6636640429496765	0.008143189877984144	497.19688396004585	4141	cuda	128	101	True	0.9990037907691285	4000.0		True	sensitivity_exceeds_10_percent
2.0	1.0	0	2026	True		0.0013795933950676916	0.00808642929128851	0.008089204033929855	0.0016293859207535647	0.6661052886843681	0.6676400899887085	0.008154823910107621	497.19688396004585	4141	cuda	128	101	True	0.9990001817928132	4000.0		True	sensitivity_exceeds_10_percent
2.0	1.0	1	2027	True		-0.0010820924945996548	0.00808642929128851	0.008084252904972528	0.0027802783634755237	0.6661348803639412	0.667633056640625	0.008137942989669656	497.19688396004585	4141	cuda	128	101	True	0.9990001817928132	4000.0		True	sensitivity_exceeds_10_percent
2.0	1.0	2	2028	True		0.0018506976282344732	0.00808642929128851	0.008090151554415934	0.004376066028036487	0.6661735982894897	0.6675810813903809	0.008162502533167176	497.19688396004585	4141	cuda	128	101	True	0.9990001817928132	4000.0		True	sensitivity_exceeds_10_percent
2.0	1.0	3	2029	True		0.00047768070462006506	0.00808642929128851	0.008087390038871671	0.0036275536625225346	0.6661170905828476	0.6673617362976074	0.00815253941024222	497.19688396004585	4141	cuda	128	101	True	0.9990001817928132	4000.0		True	sensitivity_exceeds_10_percent
1.0	0.5	0	2026	True		0.004320474072545979	0.00808642929128851	0.00809511895570904	0.0016307355017743438	0.9366878196001053	0.9388607144355774	0.008224910508820585	497.19688396004585	4141	cuda	128	101	True	0.9990089623620779	4000.0		True	sensitivity_exceeds_10_percent
1.0	0.5	1	2027	True		-0.006046838486177709	0.00808642929128851	0.008074267432111083	0.0027759194048871364	0.9367138236165047	0.938406229019165	0.008187348490405042	497.19688396004585	4141	cuda	128	101	True	0.9990089623620779	4000.0		True	sensitivity_exceeds_10_percent
1.0	0.5	2	2028	True		0.006766664217134199	0.00808642929128851	0.008100038918451173	0.004383901568705346	0.9366684876084328	0.9382762908935547	0.008203104787893671	497.19688396004585	4141	cuda	128	101	True	0.9990089623620779	4000.0		True	sensitivity_exceeds_10_percent
1.0	0.5	3	2029	True		0.0009912251910972935	0.00808642929128851	0.008088422918407012	0.0036301569094603033	0.936685807287693	0.9385626912117004	0.008167773380828807	497.19688396004585	4141	cuda	128	101	True	0.9990089623620779	4000.0		True	sensitivity_exceeds_10_percent
1.0	2.0	0	2026	True		0.0007072290102471577	0.00808642929128851	0.008087851723795758	0.0016304042035793162	0.4710075762569904	0.472092866897583	0.008133918912377342	497.19688396004585	4141	cuda	128	101	True	0.9989997309046154	4000.0		True	sensitivity_exceeds_10_percent
1.0	2.0	1	2027	True		-0.0007611854991230975	0.00808642929128851	0.008084898337407503	0.00278114667737238	0.47102850103378296	0.4720878601074219	0.00812221146117832	497.19688396004585	4141	cuda	128	101	True	0.9989997309046154	4000.0		True	sensitivity_exceeds_10_percent
1.0	2.0	2	2028	True		0.000915576468042718	0.00808642929128851	0.008088270767970243	0.004374636415093593	0.47105587831139567	0.47205108404159546	0.008139710156375215	497.19688396004585	4141	cuda	128	101	True	0.9989997309046154	4000.0		True	sensitivity_exceeds_10_percent
1.0	2.0	3	2029	True		0.0001626714033553765	0.00808642929128851	0.008086756468325622	0.0036266544329880126	0.47101592099666595	0.4718960225582123	0.008132754213544834	497.19688396004585	4141	cuda	128	101	True	0.9989997309046154	4000.0		True	sensitivity_exceeds_10_percent
