lr_multiplier	localization_multiplier	chain	seed	accepted	reason	llc	trained_loss	mean_sample_loss	loss_sd	mean_distance	max_distance	max_diagnostic_loss	n_beta	n	device	requested_batch_size	effective_batch_size	diagnostic_passed	diagnostic_rhat	diagnostic_ess	diagnostic_reason	estimate_rejected	rejection_reason
1.0	1.0	0	2026	True		0.0024239218838321597	0.00808642929128851	0.008091304466419388	0.0016333868340814308	1.3208154133558274	1.3236361742019653	0.00819624003146156	497.19688396004585	4141	cuda	128	101	True	0.9989999746397822	4000.0		True	invalid_sensitivity_chains
1.0	1.0	1	2027	True		0.003744719586471385	0.00808642929128851	0.008093960954714567	0.0027800454422157333	1.3208352069854736	1.3234115839004517	0.008254822243731023	497.19688396004585	4141	cuda	128	101	True	0.9989999746397822	4000.0		True	invalid_sensitivity_chains
1.0	1.0	2	2028	True		0.0020681491544321893	0.00808642929128851	0.008090588909381769	0.004368169606148985	1.3208023406267166	1.323756456375122	0.008204537096791613	497.19688396004585	4141	cuda	128	101	True	0.9989999746397822	4000.0		True	invalid_sensitivity_chains
1.0	1.0	3	2029	True		0.0037401848038027853	0.00808642929128851	0.00809395183401648	0.0036309716676853026	1.320768591284752	1.323352575302124	0.00821509091887489	497.19688396004585	4141	cuda	128	101	True	0.9989999746397822	4000.0		True	invalid_sensitivity_chains
0.5	1.0	0	2026	True		0.00029637980853159973	0.00808642929128851	0.008087025392788928	0.0016347781669108106	0.8360695816874504	0.8376498222351074	0.008187571334913714	497.19688396004585	4141	cuda	128	101	True	0.9989998846002128	4000.0		True	invalid_sensitivity_chains
0.5	1.0	1	2027	True		0.0015387775695939368	0.00808642929128851	0.008089524197188438	0.0027828347995381745	0.8360793989300728	0.8376824259757996	0.008197722973181009	497.19688396004585	4141	cuda	128	101	True	0.9989998846002128	4000.0		True	invalid_sensitivity_chains
0.5	1.0	2	2028	True		0.0009675502200626357	0.00808642929128851	0.008088375301513587	0.004370941785979941	0.8360846218466759	0.8378198146820068	0.008148388732454104	497.19688396004585	4141	cuda	128	101	True	0.9989998846002128	4000.0		True	invalid_sensitivity_chains
0.5	1.0	3	2029	True		0.0026571677128231883	0.00808642929128851	0.008091773588082286	0.0036275533555116027	0.8360688078403473	0.8377021551132202	0.008155911874797027	497.19688396004585	4141	cuda	128	101	True	0.9989998846002128	4000.0		True	invalid_sensitivity_chains
2.0	1.0	0	2026	False	incomplete_or_nonfinite_trace		0.00808642929128851						497.19688396004585	4141	cuda	128	101	False			missing_or_nonfinite_traces	True	invalid_sensitivity_chains
2.0	1.0	1	2027	False	incomplete_or_nonfinite_trace		0.00808642929128851						497.19688396004585	4141	cuda	128	101	False			missing_or_nonfinite_traces	True	invalid_sensitivity_chains
2.0	1.0	2	2028	False	incomplete_or_nonfinite_trace		0.00808642929128851						497.19688396004585	4141	cuda	128	101	False			missing_or_nonfinite_traces	True	invalid_sensitivity_chains
2.0	1.0	3	2029	False	incomplete_or_nonfinite_trace		0.00808642929128851						497.19688396004585	4141	cuda	128	101	False			missing_or_nonfinite_traces	True	invalid_sensitivity_chains
1.0	0.5	0	2026	True		0.001276282603079521	0.00808642929128851	0.00808899624744663	0.0016357003405591286	1.1823805757761001	1.184615135192871	0.008231785174470914	497.19688396004585	4141	cuda	128	101	True	0.9990001379902136	4000.0		True	invalid_sensitivity_chains
1.0	0.5	1	2027	True		0.002753878942977038	0.00808642929128851	0.008091968101027306	0.0027828134692739663	1.1823944336175918	1.1846612691879272	0.008246414665653635	497.19688396004585	4141	cuda	128	101	True	0.9990001379902136	4000.0		True	invalid_sensitivity_chains
1.0	0.5	2	2028	True		0.0022964418981330534	0.00808642929128851	0.00809104806902469	0.004370507369104454	1.1824018136262893	1.184855580329895	0.008175818458742866	497.19688396004585	4141	cuda	128	101	True	0.9990001379902136	4000.0		True	invalid_sensitivity_chains
1.0	0.5	3	2029	True		0.004597241538811963	0.00808642929128851	0.008095675611382466	0.0036294230373938165	1.182379415512085	1.1846894025802612	0.008188471489556023	497.19688396004585	4141	cuda	128	101	True	0.9990001379902136	4000.0		True	invalid_sensitivity_chains
1.0	2.0	0	2026	False	incomplete_or_nonfinite_trace		0.00808642929128851						497.19688396004585	4141	cuda	128	101	False			missing_or_nonfinite_traces	True	invalid_sensitivity_chains
1.0	2.0	1	2027	False	incomplete_or_nonfinite_trace		0.00808642929128851						497.19688396004585	4141	cuda	128	101	False			missing_or_nonfinite_traces	True	invalid_sensitivity_chains
1.0	2.0	2	2028	False	incomplete_or_nonfinite_trace		0.00808642929128851						497.19688396004585	4141	cuda	128	101	False			missing_or_nonfinite_traces	True	invalid_sensitivity_chains
1.0	2.0	3	2029	False	incomplete_or_nonfinite_trace		0.00808642929128851						497.19688396004585	4141	cuda	128	101	False			missing_or_nonfinite_traces	True	invalid_sensitivity_chains
