lr_multiplier	localization_multiplier	chain	seed	accepted	reason	llc	trained_loss	mean_sample_loss	loss_sd	mean_distance	max_distance	max_diagnostic_loss	n_beta	n	device	requested_batch_size	effective_batch_size	diagnostic_passed	diagnostic_rhat	diagnostic_ess	diagnostic_reason	estimate_rejected	rejection_reason
1.0	1.0	0	2026	True		0.0007061205653119359	0.00808642929128851	0.008087849494407419	0.0016311417926642782	0.36345873832702635	0.36433446407318115	0.008127329709578239	497.19688396004585	4141	cuda	128	101	True	0.9989998231840191	4000.0		True	sensitivity_exceeds_10_percent
1.0	1.0	1	2027	True		-0.0013169117987503656	0.00808642929128851	0.00808378061861731	0.0027811702989634767	0.36347387146949767	0.3641357719898224	0.008114770035925364	497.19688396004585	4141	cuda	128	101	True	0.9989998231840191	4000.0		True	sensitivity_exceeds_10_percent
1.0	1.0	2	2028	True		0.0009618395433407525	0.00808642929128851	0.00808836381576839	0.0043747191207336176	0.3634835069179535	0.36418041586875916	0.0081278687584547	497.19688396004585	4141	cuda	128	101	True	0.9989998231840191	4000.0		True	sensitivity_exceeds_10_percent
1.0	1.0	3	2029	True		-7.063343339474302e-06	0.00808642929128851	0.008086415084957844	0.003626387725847442	0.36346326914429666	0.36422044038772583	0.00812119883173648	497.19688396004585	4141	cuda	128	101	True	0.9989998231840191	4000.0		True	sensitivity_exceeds_10_percent
0.5	1.0	0	2026	True		0.001096435772954749	0.00808642929128851	0.008088634525891394	0.0016320286148398886	0.362777608692646	0.3636191785335541	0.008138263230593244	497.19688396004585	4141	cuda	128	101	True	0.9990004628089566	4000.0		True	sensitivity_exceeds_10_percent
0.5	1.0	1	2027	True		-0.002357177124858845	0.00808642929128851	0.008081688358268004	0.002780405123191791	0.36278767716884613	0.36344313621520996	0.00812475055103514	497.19688396004585	4141	cuda	128	101	True	0.9990004628089566	4000.0		True	sensitivity_exceeds_10_percent
0.5	1.0	2	2028	True		0.0017764261799759918	0.00808642929128851	0.008090002174058464	0.004376100560417488	0.3627701209485531	0.36339280009269714	0.008130056388177782	497.19688396004585	4141	cuda	128	101	True	0.9990004628089566	4000.0		True	sensitivity_exceeds_10_percent
0.5	1.0	3	2029	True		-4.525565136333203e-06	0.00808642929128851	0.008086420189129421	0.003626660036163864	0.3627768287360668	0.36350372433662415	0.008117058938488353	497.19688396004585	4141	cuda	128	101	True	0.9990004628089566	4000.0		True	sensitivity_exceeds_10_percent
2.0	1.0	0	2026	True		0.000397721830570634	0.00808642929128851	0.008087229219533037	0.0016310090221589152	0.3648408747911453	0.365681529045105	0.008122848934725384	497.19688396004585	4141	cuda	128	101	True	0.998999595545028	4000.0		True	sensitivity_exceeds_10_percent
2.0	1.0	1	2027	True		-0.0005292760083529949	0.00808642929128851	0.00808536477132584	0.0027816285858136606	0.3648570820391178	0.3656776547431946	0.008113878533744318	497.19688396004585	4141	cuda	128	101	True	0.998999595545028	4000.0		True	sensitivity_exceeds_10_percent
2.0	1.0	2	2028	True		0.0004652666920627929	0.00808642929128851	0.008087365070870146	0.004373880808355214	0.3648782899677753	0.36564919352531433	0.008127481258993591	497.19688396004585	4141	cuda	128	101	True	0.998999595545028	4000.0		True	sensitivity_exceeds_10_percent
2.0	1.0	3	2029	True		5.171553607736613e-05	0.00808642929128851	0.008086533305488409	0.003626219678371764	0.36484733831882477	0.36552903056144714	0.008122133457683705	497.19688396004585	4141	cuda	128	101	True	0.998999595545028	4000.0		True	sensitivity_exceeds_10_percent
1.0	0.5	0	2026	True		0.0018323268304103902	0.00808642929128851	0.00809011460567708	0.0016315931977933292	0.5130450215935707	0.5142351984977722	0.008160402291683551	497.19688396004585	4141	cuda	128	101	True	0.9990018276061565	4000.0		True	sensitivity_exceeds_10_percent
1.0	0.5	1	2027	True		-0.003435745191603517	0.00808642929128851	0.008079519060548046	0.0027792129975123727	0.5130592632293701	0.5139862298965454	0.008140906747327108	497.19688396004585	4141	cuda	128	101	True	0.9990018276061565	4000.0		True	sensitivity_exceeds_10_percent
1.0	0.5	2	2028	True		0.0029689021604932956	0.00808642929128851	0.008092400571994951	0.004378099192773205	0.5130344345569611	0.5139150619506836	0.008148706069432488	497.19688396004585	4141	cuda	128	101	True	0.9990018276061565	4000.0		True	sensitivity_exceeds_10_percent
