lr_multiplier	localization_multiplier	chain	seed	accepted	reason	llc	trained_loss	mean_sample_loss	loss_sd	mean_distance	max_distance	max_diagnostic_loss	n_beta	n	device	requested_batch_size	effective_batch_size	diagnostic_passed	diagnostic_rhat	diagnostic_ess	diagnostic_reason	estimate_rejected	rejection_reason
1.0	1.0	0	2026	True		0.01199052322090124	0.00808642929128851	0.008110545539011946	0.0016262584724116977	2.0984298939704895	2.1034858226776123	0.008348803445462932	497.19688396004585	4141	cuda	128	101	True	0.9990245832632753	4000.0		True	sensitivity_exceeds_10_percent
1.0	1.0	1	2027	True		-0.003964429765508744	0.00808642929128851	0.008078455730123096	0.002771786942857886	2.0985172963142396	2.1023387908935547	0.008262975794973652	497.19688396004585	4141	cuda	128	101	True	0.9990245832632753	4000.0		True	sensitivity_exceeds_10_percent
1.0	1.0	2	2028	True		0.015833745968489382	0.00808642929128851	0.008118275319450186	0.004393015439542763	2.0985728912353516	2.1025962829589844	0.00834878007086312	497.19688396004585	4141	cuda	128	101	True	0.9990245832632753	4000.0		True	sensitivity_exceeds_10_percent
1.0	1.0	3	2029	True		0.006734480937259049	0.00808642929128851	0.008099974189003115	0.0036390921209694233	2.098456046819687	2.102827548980713	0.008303442730171846	497.19688396004585	4141	cuda	128	101	True	0.9990245832632753	4000.0		True	sensitivity_exceeds_10_percent
0.5	1.0	0	2026	True		0.014205937272297112	0.00808642929128851	0.008115001347410725	0.0016312036451304195	2.094497577905655	2.0993564128875732	0.008417005465604118	497.19688396004585	4141	cuda	128	101	True	0.9990525192518147	4000.0		True	sensitivity_exceeds_10_percent
0.5	1.0	1	2027	True		-0.00995040409435672	0.00808642929128851	0.008066416285544982	0.0027674173375335683	2.0945557565689086	2.0983402729034424	0.008320797424591615	497.19688396004585	4141	cuda	128	101	True	0.9990525192518147	4000.0		True	sensitivity_exceeds_10_percent
0.5	1.0	2	2028	True		0.020414284389473486	0.00808642929128851	0.008127488044969504	0.004401027483745376	2.0944543561935425	2.0980496406555176	0.008365457858175104	497.19688396004585	4141	cuda	128	101	True	0.9990525192518147	4000.0		True	sensitivity_exceeds_10_percent
0.5	1.0	3	2029	True		0.006692253188034482	0.00808642929128851	0.008099889257358153	0.003640568753631395	2.0944930839538576	2.0986897945404053	0.008278189286809127	497.19688396004585	4141	cuda	128	101	True	0.9990525192518147	4000.0		True	sensitivity_exceeds_10_percent
2.0	1.0	0	2026	True		0.010472547780594489	0.00808642929128851	0.008107492471928709	0.001625690698429571	2.1064097900390624	2.1112635135650635	0.008331269137354411	497.19688396004585	4141	cuda	128	101	True	0.9990116422846768	4000.0		True	sensitivity_exceeds_10_percent
2.0	1.0	1	2027	True		0.0007642418389631364	0.00808642929128851	0.008087966392311501	0.0027745740375930673	2.106503388404846	2.111241102218628	0.00827073861085341	497.19688396004585	4141	cuda	128	101	True	0.9990116422846768	4000.0		True	sensitivity_exceeds_10_percent
2.0	1.0	2	2028	True		0.01305400240494241	0.00808642929128851	0.008112684488829111	0.004388281508121345	2.1066257960796357	2.1110763549804688	0.008343970930697232	497.19688396004585	4141	cuda	128	101	True	0.9990116422846768	4000.0		True	sensitivity_exceeds_10_percent
2.0	1.0	3	2029	True		0.00723794251539348	0.00808642929128851	0.008100986789030139	0.003638220348101213	2.106447105884552	2.1103827953338623	0.008309258091848445	497.19688396004585	4141	cuda	128	101	True	0.9990116422846768	4000.0		True	sensitivity_exceeds_10_percent
1.0	0.5	0	2026	True		0.024528150839091056	0.00808642929128851	0.008135762164503102	0.0016343090032548907	2.9620666320323945	2.968938112258911	0.008575998806227983	497.19688396004585	4141	cuda	128	101	True	0.9991072272664008	4000.0		True	sensitivity_exceeds_10_percent
1.0	0.5	1	2027	True		-0.009784127981733814	0.00808642929128851	0.00806675071264617	0.002761514928774307	2.962148950576782	2.967501163482666	0.008426833289691833	497.19688396004585	4141	cuda	128	101	True	0.9991072272664008	4000.0		True	sensitivity_exceeds_10_percent
1.0	0.5	2	2028	True		0.03374945662828982	0.00808642929128851	0.008154308752558428	0.004415084277946042	2.9620055022239686	2.9670896530151367	0.008500075869602271	497.19688396004585	4141	cuda	128	101	True	0.9991072272664008	4000.0		True	sensitivity_exceeds_10_percent
1.0	0.5	3	2029	True		0.014170631142445938	0.00808642929128851	0.008114930337050463	0.0036513044641498546	2.9620602807998657	2.9679954051971436	0.008367675390077427	497.19688396004585	4141	cuda	128	101	True	0.9991072272664008	4000.0		True	sensitivity_exceeds_10_percent
1.0	2.0	0	2026	True		0.0056900897036812476	0.00808642929128851	0.008097873630316464	0.001626438978973857	1.4894565815925598	1.4928884506225586	0.008250942187007284	497.19688396004585	4141	cuda	128	101	True	0.999004977079126	4000.0		True	sensitivity_exceeds_10_percent
1.0	2.0	1	2027	True		-0.0009352555057350008	0.00808642929128851	0.008084548234636895	0.0027768657995429205	1.4895227612257005	1.4928728342056274	0.008210245109653737	497.19688396004585	4141	cuda	128	101	True	0.999004977079126	4000.0		True	sensitivity_exceeds_10_percent
1.0	2.0	2	2028	True		0.007328706150388764	0.00808642929128851	0.008101169339721673	0.004382689422074435	1.4896093217134476	1.4927564859390259	0.008263385893569652	497.19688396004585	4141	cuda	128	101	True	0.999004977079126	4000.0		True	sensitivity_exceeds_10_percent
1.0	2.0	3	2029	True		0.003387824872244852	0.00808642929128851	0.008093243141056155	0.003632781526471053	1.489482969045639	1.492266058921814	0.008239853825798877	497.19688396004585	4141	cuda	128	101	True	0.999004977079126	4000.0		True	sensitivity_exceeds_10_percent
